chr,chromStart,chromEnd,peak_length,strand,ModLog2FC_treated,ModLog2FC_control,DiffModLog2FC,pvalue,padj,Annotation,transcriptID,geneID,gene_chr,gene_start,gene_end,geneName,Description,GO,KEGG
NC_051382.1,6082359,6088264,5906,-,1.36,1.04,0.32,0.02,0.10,UTR3,XM_004924460.4,101746700,NC_051382.1,6082360,6090612,LOC101746700,diphthine methyl ester synthase [Bombyx mori],GO:0004164(diphthine synthase activity);GO:0017183(peptidyl-diphthamide biosynthetic process from peptidyl-histidine),NA
NC_051382.1,6103298,6104028,731,-,1.72,1.15,0.57,0.01,0.09,UTR3,XM_004924458.2,101746420,NC_051382.1,6102524,6104260,LOC101746420,uncharacterized protein LOC101746420 [Bombyx mori],NA,NA
NC_051382.1,6111543,6112142,600,-,2.14,1.88,0.25,0.05,0.19,UTR3,XM_004924457.4,101746284,NC_051382.1,6111544,6113204,LOC101746284,"39S ribosomal protein L9, mitochondrial [Bombyx mori]",GO:0005739(mitochondrion);GO:0006412(translation),03010(Ribosome)
NC_051382.1,6127808,6135449,7642,-,3.33,3.60,-0.27,0.02,0.12,exonic,XM_038020470.1,101744501,NC_051382.1,6126924,6150279,LOC101744501,AT-rich interactive domain-containing protein 4B [Bombyx mori],GO:0005634(nucleus);GO:0006357(regulation of transcription by RNA polymerase II);GO:0044212(transcription regulatory region DNA binding),04140(Autophagy - animal)
NC_051382.1,6355501,6357038,1538,-,1.44,0.48,0.96,0.03,0.15,exonic,XM_004924451.4,101745463,NC_051382.1,6343956,6360768,LOC101745463,exocyst complex component 5 [Bombyx mori],GO:0000145(exocyst);GO:0006887(exocytosis);GO:0006893(Golgi to plasma membrane transport);GO:0007269(neurotransmitter secretion);GO:0008013(beta-catenin binding);GO:0016080(synaptic vesicle targeting);GO:0016081(synaptic vesicle docking);GO:0016192(vesicle-mediated transport);GO:0048278(vesicle docking);GO:0090522(vesicle tethering involved in exocytosis),NA
NC_051382.1,6614685,6614885,201,-,1.08,1.00,0.07,0.01,0.05,exonic,NM_001134258.1,100174975,NC_051382.1,6614661,6617388,Ugt2,uridine diphosphate glucosyltransferase precursor [Bombyx mori],GO:0008152(metabolic process);GO:0008194(UDP-glycosyltransferase activity);GO:0015020(glucuronosyltransferase activity);GO:0043231(intracellular membrane-bounded organelle),00040(Pentose and glucuronate interconversions);00053(Ascorbate and aldarate metabolism);00830(Retinol metabolism);00860(Porphyrin and chlorophyll metabolism);00980(Metabolism of xenobiotics by cytochrome P450);00982(Drug metabolism - cytochrome P450);00983(Drug metabolism - other enzymes);01100(Metabolic pathways);01240(Biosynthesis of cofactors)
NC_051382.1,6846830,6872071,25242,-,3.40,4.52,-1.12,0.00,0.00,UTR3,XM_004924431.4,101742777,NC_051382.1,6844506,6872076,LOC101742777,uncharacterized protein LOC101742777 [Bombyx mori],GO:0030431(sleep);GO:0045475(locomotor rhythm);GO:0046331(lateral inhibition);GO:0048096(chromatin-mediated maintenance of transcription);GO:0048190(wing disc dorsal/ventral pattern formation),NA
NC_051382.1,6951615,6956209,4595,-,2.85,3.38,-0.53,0.01,0.07,UTR3,XM_038020436.1,101743216,NC_051382.1,6949891,6985590,LOC101743216,claspin [Bombyx mandarina],GO:0000287(magnesium ion binding);GO:0005634(nucleus);GO:0005737(cytoplasm);GO:0008152(metabolic process);GO:0008652(cellular amino acid biosynthetic process);GO:0009086(methionine biosynthetic process);GO:0016787(hydrolase activity);GO:0019509(L-methionine salvage from methylthioadenosine);GO:0043874(acireductone synthase activity);GO:0046872(metal ion binding),NA
NC_051382.1,6990588,6991831,1244,-,2.28,3.23,-0.95,0.01,0.05,UTR3,XM_021346865.2,101743071,NC_051382.1,6990589,6993344,LOC101743071,"beta-1,3-galactosyltransferase 2 [Bombyx mandarina]","GO:0005783(endoplasmic reticulum);GO:0005794(Golgi apparatus);GO:0006486(protein glycosylation);GO:0006493(protein O-linked glycosylation);GO:0008375(acetylglucosaminyltransferase activity);GO:0008376(acetylgalactosaminyltransferase activity);GO:0008378(galactosyltransferase activity);GO:0008532(N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase activity);GO:0016020(membrane);GO:0016757(transferase activity, transferring glycosyl groups);GO:0016758(transferase activity, transferring hexosyl groups);GO:0030311(poly-N-acetyllactosamine biosynthetic process)",00601(Glycosphingolipid biosynthesis - lacto and neolacto series);01100(Metabolic pathways)
NC_051382.1,7014704,7015104,401,-,0.57,1.72,-1.15,0.04,0.17,UTR3,XM_004921824.4,101739206,NC_051382.1,7013555,7045066,LOC101739206,synaptosomal-associated protein 25 isoform X4 [Bombyx mori],GO:0005484(SNAP receptor activity);GO:0005886(plasma membrane);GO:0016082(synaptic vesicle priming);GO:0019905(syntaxin binding);GO:0031201(SNARE complex);GO:0031629(synaptic vesicle fusion to presynaptic active zone membrane),NA
NC_051382.1,8317868,8318018,151,-,1.23,0.78,0.44,0.00,0.03,exonic,NM_001046663.1,692816,NC_051382.1,8313232,8322434,LOC692816,glucosamine-6-phosphate N-acetyltransferase isoform X1 [Bombyx mori],GO:0004343(glucosamine 6-phosphate N-acetyltransferase activity);GO:0006048(UDP-N-acetylglucosamine biosynthetic process),00520(Amino sugar and nucleotide sugar metabolism);01100(Metabolic pathways)
NC_051382.1,8372398,8373565,1168,-,4.13,4.49,-0.36,0.00,0.00,UTR3,NM_001098305.1,778480,NC_051382.1,8372324,8373587,LOC778480,signal recognition particle 14 kDa protein-like protein [Bombyx mori],"GO:0005786(signal recognition particle, endoplasmic reticulum targeting);GO:0045047(protein targeting to ER)",03060(Protein export)
NC_051382.1,8410410,8410960,551,-,1.95,2.33,-0.39,0.03,0.15,exonic,XM_004921796.3,101735362,NC_051382.1,8410411,8410902,LOC101735362,tRNA-specific adenosine deaminase 2 [Bombyx mori],GO:0006400(tRNA modification);GO:0052717(tRNA-specific adenosine-34 deaminase activity);GO:0052718(tRNA-specific adenosine-34 deaminase complex),NA
NC_051382.1,8455880,8469697,13818,-,0.72,1.49,-0.77,0.02,0.12,UTR5,XM_004921790.3,101746457,NC_051382.1,8454081,8469763,LOC101746457,N-alpha-acetyltransferase 40 isoform X1 [Bombyx mori],"GO:0005634(nucleus);GO:0005737(cytoplasm);GO:0006474(N-terminal protein amino acid acetylation);GO:0008080(N-acetyltransferase activity);GO:0010485(H4 histone acetyltransferase activity);GO:0016740(transferase activity);GO:0016746(transferase activity, transferring acyl groups);GO:0043968(histone H2A acetylation);GO:0043998(H2A histone acetyltransferase activity);GO:1990189(peptide-serine-N-acetyltransferase activity)",NA
NC_051382.1,8478866,8482323,3458,-,2.32,2.68,-0.36,0.04,0.18,UTR3,XM_021347196.2,101746319,NC_051382.1,8478867,8486924,LOC101746319,DNA replication licensing factor Mcm5 [Bombyx mori],GO:0000712(resolution of meiotic recombination intermediates);GO:0003682(chromatin binding);GO:0003688(DNA replication origin binding);GO:0005524(ATP binding);GO:0005634(nucleus);GO:0006270(DNA replication initiation);GO:0030261(chromosome condensation);GO:0042023(DNA endoreduplication);GO:0042555(MCM complex);GO:0043138(3'-5' DNA helicase activity);GO:0051321(meiotic cell cycle),03030(DNA replication)
NC_051382.1,8719603,8719753,151,-,0.78,3.16,-2.38,0.00,0.00,UTR3,XM_004921781.2,101745117,NC_051382.1,8719604,8737237,LOC101745117,uncharacterized protein LOC101745117 [Bombyx mori],NA,NA
NC_051382.1,8726441,8737187,10747,-,1.87,2.32,-0.45,0.00,0.00,UTR5,XM_004921781.2,101745117,NC_051382.1,8719604,8737237,LOC101745117,uncharacterized protein LOC101745117 [Bombyx mori],NA,NA
NC_051382.1,8943368,8973644,30277,-,2.08,3.73,-1.65,0.00,0.00,UTR5,XM_004921769.4,101743155,NC_051382.1,8937385,8973702,LOC101743155,transcription factor kayak isoform X3 [Bombyx mandarina],GO:0000978(RNA polymerase II proximal promoter sequence-specific DNA binding);GO:0005634(nucleus);GO:0003677(DNA binding);GO:0009790(embryo development),04013(MAPK signaling pathway - fly);04214(Apoptosis - fly);04624(Toll and Imd signaling pathway)
NC_051382.1,9261238,9296904,35667,-,1.92,2.92,-1.00,0.00,0.00,UTR5,XM_004921758.4,101741937,NC_051382.1,9259282,9297113,LOC101741937,zinc finger C2HC domain-containing protein 1C isoform X4 [Bombyx mori],GO:0003674(molecular_function);GO:0005575(cellular_component);GO:0008150(biological_process),NA
NC_051382.1,9417521,9418471,951,-,1.85,0.95,0.91,0.00,0.00,UTR3,XM_012689377.3,101741510,NC_051382.1,9417472,9436401,LOC101741510,LOW QUALITY PROTEIN: uncharacterized protein LOC101741510 [Bombyx mori],GO:0004197(cysteine-type endopeptidase activity);GO:0005615(extracellular space);GO:0005764(lysosome);GO:0051603(proteolysis involved in cellular protein catabolic process),04142(Lysosome)
NC_051382.1,9426663,9428563,1901,-,1.71,1.45,0.26,0.03,0.13,exonic,XM_012689377.3,101741510,NC_051382.1,9417472,9436401,LOC101741510,LOW QUALITY PROTEIN: uncharacterized protein LOC101741510 [Bombyx mori],GO:0004197(cysteine-type endopeptidase activity);GO:0005615(extracellular space);GO:0005764(lysosome);GO:0051603(proteolysis involved in cellular protein catabolic process),04142(Lysosome)
NC_051382.1,9528867,9532934,4068,-,-2.67,1.61,-4.28,0.05,0.20,exonic,XM_012689259.3,101741233,NC_051382.1,9504124,9646317,LOC101741233,papilin isoform X5 [Bombyx mandarina],GO:0004222(metalloendopeptidase activity);GO:0004867(serine-type endopeptidase inhibitor activity);GO:0005201(extracellular matrix structural constituent);GO:0005604(basement membrane);GO:0008270(zinc ion binding);GO:0030198(extracellular matrix organization),NA
NC_051382.1,9666576,9666851,276,-,1.36,1.05,0.31,0.00,0.03,UTR3,NM_001294286.1,101741094,NC_051382.1,9666577,9669488,sage,helix-loop-helix protein 2-like [Bombyx mori],"GO:0000978(RNA polymerase II proximal promoter sequence-specific DNA binding);GO:0003700(DNA binding transcription factor activity);GO:0005634(nucleus);GO:0005700(polytene chromosome);GO:0006355(regulation of transcription, DNA-templated);GO:0007431(salivary gland development);GO:0045944(positive regulation of transcription by RNA polymerase II);GO:0046983(protein dimerization activity)",NA
NC_051382.1,9668584,9669207,624,-,1.11,0.91,0.20,0.00,0.04,exonic,NM_001294286.1,101741094,NC_051382.1,9666577,9669488,sage,helix-loop-helix protein 2-like [Bombyx mori],"GO:0000978(RNA polymerase II proximal promoter sequence-specific DNA binding);GO:0003700(DNA binding transcription factor activity);GO:0005634(nucleus);GO:0005700(polytene chromosome);GO:0006355(regulation of transcription, DNA-templated);GO:0007431(salivary gland development);GO:0045944(positive regulation of transcription by RNA polymerase II);GO:0046983(protein dimerization activity)",NA
NC_051382.1,9760089,9761114,1026,-,1.34,1.85,-0.51,0.01,0.05,exonic,XM_004921747.3,101740307,NC_051382.1,9759390,9761684,LOC101740307,DNA polymerase iota [Bombyx mori],GO:0003684(damaged DNA binding);GO:0003887(DNA-directed DNA polymerase activity);GO:0019985(translesion synthesis),03460(Fanconi anemia pathway)
NC_051382.1,9803219,9823987,20769,-,-0.27,1.76,-2.04,0.00,0.04,UTR5,XM_004921745.4,101740039,NC_051382.1,9784242,9836580,LOC101740039,serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform isoform X5 [Bombyx mandarina],"GO:0000159(protein phosphatase type 2A complex);GO:0000775(chromosome, centromeric region);GO:0005634(nucleus);GO:0006977(DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest);GO:0008285(negative regulation of cell proliferation);GO:0042771(intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator);GO:0043161(proteasome-mediated ubiquitin-dependent protein catabolic process)",03015(mRNA surveillance pathway)
NC_051382.1,9862746,9887769,25024,-,3.73,4.11,-0.39,0.01,0.07,UTR3,XM_004921742.4,101739524,NC_051382.1,9861147,9887769,LOC101739524,egl nine homolog 1 isoform X1 [Bombyx mandarina],"GO:0005506(iron ion binding);GO:0016491(oxidoreductase activity);GO:0016705(oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen);GO:0031418(L-ascorbic acid binding);GO:0046872(metal ion binding);GO:0055114(oxidation-reduction process)",NA
NC_051382.1,9890001,9890451,451,-,0.95,1.77,-0.83,0.00,0.05,UTR3,XM_012689608.3,101741191,NC_051382.1,9889952,9958889,LOC101741191,kielin/chordin-like protein isoform X1 [Bombyx mori],GO:0004867(serine-type endopeptidase inhibitor activity);GO:0005576(extracellular region),NA
NC_051382.1,9891576,9892126,551,-,1.45,1.92,-0.47,0.01,0.09,UTR3,XM_012689608.3,101741191,NC_051382.1,9889952,9958889,LOC101741191,kielin/chordin-like protein isoform X1 [Bombyx mori],GO:0004867(serine-type endopeptidase inhibitor activity);GO:0005576(extracellular region),NA
NC_051382.1,9899608,9900057,450,-,-0.15,1.41,-1.56,0.00,0.03,exonic,XM_012689608.3,101741191,NC_051382.1,9889952,9958889,LOC101741191,kielin/chordin-like protein isoform X1 [Bombyx mori],GO:0004867(serine-type endopeptidase inhibitor activity);GO:0005576(extracellular region),NA
NC_051382.1,10017982,10018565,584,-,1.45,1.19,0.26,0.01,0.06,UTR3,XM_021346871.2,101739247,NC_051382.1,10017983,10070038,LOC101739247,bifunctional glutamate/proline--tRNA ligase isoform X2 [Bombyx mori],GO:0004818(glutamate-tRNA ligase activity);GO:0004827(proline-tRNA ligase activity);GO:0005524(ATP binding);GO:0005737(cytoplasm);GO:0006424(glutamyl-tRNA aminoacylation);GO:0006433(prolyl-tRNA aminoacylation);GO:0017101(aminoacyl-tRNA synthetase multienzyme complex),00860(Porphyrin and chlorophyll metabolism);00970(Aminoacyl-tRNA biosynthesis);01100(Metabolic pathways);01240(Biosynthesis of cofactors)
NC_051382.1,10065450,10068491,3042,-,1.37,2.27,-0.91,0.00,0.01,exonic,XM_021346871.2,101739247,NC_051382.1,10017983,10070038,LOC101739247,bifunctional glutamate/proline--tRNA ligase isoform X2 [Bombyx mori],GO:0004818(glutamate-tRNA ligase activity);GO:0004827(proline-tRNA ligase activity);GO:0005524(ATP binding);GO:0005737(cytoplasm);GO:0006424(glutamyl-tRNA aminoacylation);GO:0006433(prolyl-tRNA aminoacylation);GO:0017101(aminoacyl-tRNA synthetase multienzyme complex),00860(Porphyrin and chlorophyll metabolism);00970(Aminoacyl-tRNA biosynthesis);01100(Metabolic pathways);01240(Biosynthesis of cofactors)
NC_051382.1,10093191,10094446,1256,-,1.56,1.21,0.36,0.00,0.02,UTR3,NM_001043545.2,692559,NC_051382.1,10093192,10098216,Rabb,small GTP-binding protein [Bombyx mori],GO:0000139(Golgi membrane);GO:0000281(mitotic cytokinesis);GO:0003924(GTPase activity);GO:0005515(protein binding);GO:0005525(GTP binding);GO:0005737(cytoplasm);GO:0005789(endoplasmic reticulum membrane);GO:0005794(Golgi apparatus);GO:0006888(ER to Golgi vesicle-mediated transport);GO:0007030(Golgi organization);GO:0007112(male meiosis cytokinesis);GO:0008089(anterograde axonal transport);GO:0009306(protein secretion);GO:0016192(vesicle-mediated transport);GO:0030334(regulation of cell migration);GO:0031982(vesicle);GO:0032024(positive regulation of insulin secretion);GO:0032154(cleavage furrow);GO:0032482(Rab protein signal transduction);GO:0033500(carbohydrate homeostasis);GO:0034067(protein localization to Golgi apparatus);GO:0043025(neuronal cell body);GO:0050775(positive regulation of dendrite morphogenesis);GO:1905345(protein localization to cleavage furrow),04140(Autophagy - animal)
NC_051382.1,10569300,10569775,476,-,2.02,3.21,-1.19,0.00,0.03,UTR3,XM_004921732.4,101738240,NC_051382.1,10569301,10572678,LOC101738240,protein UXT homolog [Bombyx mori],GO:0005634(nucleus);GO:0006357(regulation of transcription by RNA polymerase II);GO:0006457(protein folding);GO:0016272(prefoldin complex);GO:0051082(unfolded protein binding),NA
NC_051382.1,10570300,10570800,501,-,1.82,1.06,0.76,0.04,0.19,UTR3,XM_004921732.4,101738240,NC_051382.1,10569301,10572678,LOC101738240,protein UXT homolog [Bombyx mori],GO:0005634(nucleus);GO:0006357(regulation of transcription by RNA polymerase II);GO:0006457(protein folding);GO:0016272(prefoldin complex);GO:0051082(unfolded protein binding),NA
NC_051382.1,10571675,10572675,1001,-,2.77,3.45,-0.68,0.05,0.20,UTR3,XM_004921732.4,101738240,NC_051382.1,10569301,10572678,LOC101738240,protein UXT homolog [Bombyx mori],GO:0005634(nucleus);GO:0006357(regulation of transcription by RNA polymerase II);GO:0006457(protein folding);GO:0016272(prefoldin complex);GO:0051082(unfolded protein binding),NA
NC_051382.1,10827415,10874134,46720,-,3.23,4.21,-0.97,0.00,0.00,UTR5,XM_004921730.4,101737978,NC_051382.1,10816180,10874134,LOC101737978,unc-112-related protein-like [Bombyx mandarina],GO:0005737(cytoplasm);GO:0007160(cell-matrix adhesion);GO:0048738(cardiac muscle tissue development);GO:0050829(defense response to Gram-negative bacterium);GO:0050839(cell adhesion molecule binding),NA
NC_051382.1,11077012,11077865,854,-,5.81,1.20,4.61,0.04,0.18,UTR3,XM_021346793.2,101737562,NC_051382.1,11076163,11095549,LOC101737562,chromosome-associated kinesin KIF4 isoform X4 [Bombyx mori],"GO:0005524(ATP binding);GO:0005871(kinesin complex);GO:0007018(microtubule-based movement);GO:0008017(microtubule binding);GO:0008574(ATP-dependent microtubule motor activity, plus-end-directed)",NA
NC_051382.1,11257128,11258728,1601,-,2.55,2.95,-0.40,0.00,0.00,UTR3,NM_001043864.1,692754,NC_051382.1,11256179,11259258,SGF1,silk gland factor 1 [Bombyx mori],"GO:0000981(RNA polymerase II transcription factor activity, sequence-specific DNA binding);GO:0005634(nucleus)",04213(Longevity regulating pathway - multiple species)
